Sample ID	Crop	Taxonomy	Level of improvement	"Country, State"	Region
AGG47750CHIC2-B00001-1-94	Chickpea	Cicer arietinum	Landrace	Portugal	Western Europe
AGG47756CHIC2-B00001-1-95	Chickpea	Cicer arietinum	Landrace	Portugal	Western Europe
AGG42438CHIC2-B00001-8-03	Chickpea	Cicer arietinum	Advanced Cultivar	Egypt	Africa
AGG42440CHIC2-B00001-8-04	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42443CHIC2-B00001-8-05	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42448CHIC2-B00001-8-06	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42450CHIC2-B00001-8-07	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42451CHIC2-B00001-8-08	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42454CHIC2-B00001-8-09	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42458CHIC2-B00001-8-10	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42471CHIC2-B00001-8-12	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42472CHIC2-B00001-8-13	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42477CHIC2-B00001-8-14	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42481CHIC2-B00001-8-15	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42483CHIC2-B00001-8-16	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42484CHIC2-B00001-8-17	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42508CHIC2-B00001-8-18	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42530CHIC2-B00001-8-19	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42532CHIC2-B00001-8-20	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42533CHIC2-B00001-8-21	Chickpea	Cicer arietinum	Breeding Material	Unknown	Unknown
AGG42536CHIC2-B00001-8-22	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG42540CHIC1-B00001-8-23	Chickpea	Cicer arietinum	Breeding Material	"India, Andhra Pradesh"	South Asia
AGG42542CHIC1-B00001-8-24	Chickpea	Cicer arietinum	Breeding Material	"India, Andhra Pradesh"	South Asia
AGG42609CHIC1-B00001-8-26	Chickpea	Cicer arietinum	Landrace	Bangladesh	South Asia
AGG42610CHIC1-B00001-8-27	Chickpea	Cicer arietinum	Landrace	"India, Madhya Pradesh"	South Asia
AGG42617CHIC1-B00001-8-28	Chickpea	Cicer arietinum	Breeding Material	India	South Asia
AGG42623CHIC1-B00001-8-30	Chickpea	Cicer arietinum	Breeding Material	"India, Andhra Pradesh"	South Asia
AGG42667CHIC2-B00001-8-31	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42694CHIC1-B00001-8-32	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42696CHIC1-B00001-8-34	Chickpea	Cicer arietinum	Breeding Material	Unknown	Unknown
AGG42697CHIC2-B00001-8-35	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42709CHIC1-B00001-8-36	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42726CHIC1-B00001-8-37	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42727CHIC1-B00001-8-38	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42729CHIC1-B00001-8-39	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42730CHIC1-B00001-8-40	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42731CHIC1-B00001-8-41	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42732CHIC1-B00001-8-42	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42733CHIC1-B00001-8-43	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42734CHIC1-B00001-8-44	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42735CHIC1-B00001-8-45	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42736CHIC1-B00001-8-46	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42737CHIC1-B00001-8-47	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42775CHIC2-B00001-8-48	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42777CHIC2-B00001-8-49	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42780CHIC2-B00001-8-50	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42783CHIC2-B00001-8-51	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42837CHIC2-B00001-8-52	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42870CHIC2-B00001-8-53	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42912CHIC2-B00001-8-54	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42916CHIC2-B00001-8-55	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG42917CHIC2-B00001-8-56	Chickpea	Cicer arietinum	Advanced Cultivar	"United States, Washington"	Americas
AGG42918CHIC2-B00001-8-57	Chickpea	Cicer arietinum	Uncertain	Unknown	Unknown
AGG42924CHIC2-B00001-8-58	Chickpea	Cicer arietinum	Breeding Material	Unknown	Unknown
AGG42929CHIC1-B00001-8-59	Chickpea	Cicer arietinum	Advanced Cultivar	Bangladesh	South Asia
AGG42930CHIC3-B00001-8-60	Chickpea	Cicer arietinum	Advanced Cultivar	Bangladesh	South Asia
AGG43080CHIC2-B00001-8-61	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43081CHIC2-B00001-8-62	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43101CHIC2-B00001-8-63	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43128CHIC2-B00001-8-64	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43152CHIC2-B00001-8-65	Chickpea	Cicer arietinum	Advanced Cultivar	"United States, Washington"	Americas
AGG43155CHIC2-B00001-8-66	Chickpea	Cicer arietinum	Advanced Cultivar	"United States, Alabama"	Americas
AGG43166CHIC2-B00001-8-67	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG43218CHIC2-B00001-8-68	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43231CHIC2-B00001-8-69	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43295CHIC2-B00001-8-70	Chickpea	Cicer arietinum	Landrace	"India, Uttar Pradesh"	South Asia
AGG43301CHIC2-B00001-8-71	Chickpea	Cicer arietinum	Breeding Material	"India, Andhra Pradesh"	South Asia
AGG43359CHIC2-B00001-8-72	Chickpea	Cicer arietinum	Advanced Cultivar	Pakistan	South Asia
AGG43566CHIC2-B00001-8-73	Chickpea	Cicer arietinum	Breeding Material	"India, Haryana"	South Asia
AGG43567CHIC2-B00001-8-74	Chickpea	Cicer arietinum	Breeding Material	"India, Andhra Pradesh"	South Asia
AGG43711CHIC2-B00001-8-75	Chickpea	Cicer arietinum	Landrace	Morocco	Africa
AGG43726CHIC2-B00001-8-76	Chickpea	Cicer arietinum	Breeding Material	"India, Andhra Pradesh"	South Asia
AGG43732CHIC2-B00001-8-77	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43742CHIC2-B00001-8-78	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43743CHIC2-B00001-8-79	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43868CHIC2-B00001-8-80	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG43877CHIC2-B00001-8-81	Chickpea	Cicer arietinum	Advanced Cultivar	"Afghanistan, Kandahar"	South Asia
AGG43882CHIC2-B00001-8-82	Chickpea	Cicer arietinum	Advanced Cultivar	Spain	Southern Europe
AGG43897CHIC2-B00001-8-83	Chickpea	Cicer arietinum	Landrace	"Pakistan, Sind"	South Asia
AGG43898CHIC2-B00001-8-84	Chickpea	Cicer arietinum	Landrace	"Pakistan, Sind"	South Asia
AGG43904CHIC2-B00001-8-85	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG43970CHIC2-B00001-8-86	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG43971CHIC2-B00001-8-87	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG43980CHIC2-B00001-8-88	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42416CHIC2-B00001-8-89	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG43987CHIC2-B00001-8-90	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG44071CHIC2-B00001-8-91	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG44076CHIC2-B00001-8-92	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG44078CHIC2-B00001-8-93	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG44079CHIC2-B00001-8-94	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG44119CHIC2-B00001-8-95	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41713CHIC2-B00001-7-02	Chickpea	Cicer arietinum	Advanced Cultivar	"Russian Federation, Krasnodar"	Eastern Europe
AGG41719CHIC5-B00001-7-03	Chickpea	Cicer arietinum	Landrace	"India, Bihar"	South Asia
AGG41722CHIC2-B00001-7-04	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41724CHIC2-B00001-7-05	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41744CHIC2-B00001-7-06	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41745CHIC2-B00001-7-07	Chickpea	Cicer arietinum	Landrace	Former Soviet Union	Other
AGG41746CHIC2-B00001-7-08	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41747CHIC2-B00001-7-09	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41748CHIC5-B00001-7-10	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41751CHIC2-B00001-7-11	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41752CHIC2-B00001-7-12	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41758CHIC2-B00001-7-13	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41760CHIC2-B00001-7-14	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41764CHIC2-B00001-7-15	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41765CHIC2-B00001-7-16	Chickpea	Cicer arietinum	Advanced Cultivar	Ukraine	Eastern Europe
AGG41766CHIC5-B00001-7-17	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41767CHIC2-B00001-7-18	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41770CHIC2-B00001-7-19	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41771CHIC2-B00001-7-20	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41780CHIC2-B00001-7-21	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41791CHIC2-B00001-7-22	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41796CHIC2-B00001-7-23	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG41801CHIC2-B00001-7-24	Chickpea	Cicer arietinum	Advanced Cultivar	Uzbekistan	Central Asia
AGG41803CHIC2-B00001-7-25	Chickpea	Cicer arietinum	Advanced Cultivar	Jordan	Middle East
AGG41809CHIC2-B00001-7-26	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41822CHIC2-B00001-7-27	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41823CHIC2-B00001-7-28	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG41824CHIC2-B00001-7-29	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41851CHIC2-B00001-7-30	Chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41864CHIC2-B00001-7-31	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41868CHIC2-B00001-7-32	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41869CHIC2-B00001-7-33	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41870CHIC2-B00001-7-34	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41871CHIC2-B00001-7-35	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41877CHIC2-B00001-7-36	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41883CHIC2-B00001-7-37	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41889CHIC2-B00001-7-38	Chickpea	Cicer arietinum	Landrace	"Turkey, Sakarya"	Middle East
AGG41890CHIC2-B00001-7-39	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41892CHIC2-B00001-7-40	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41902CHIC2-B00001-7-41	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41910CHIC2-B00001-7-42	Chickpea	Cicer arietinum	Breeding Material	Syria	Middle East
AGG41928CHIC2-B00001-7-43	Chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41930CHIC2-B00001-7-44	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41931CHIC2-B00001-7-45	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41932CHIC2-B00001-7-46	Chickpea	Cicer arietinum	Advanced Cultivar	Russian Federation	Eastern Europe
AGG41933CHIC2-B00001-7-47	Chickpea	Cicer arietinum	Advanced Cultivar	Former Soviet Union	Other
AGG41936CHIC2-B00001-7-48	Chickpea	Cicer arietinum	Advanced Cultivar	"Pakistan, Punjab"	South Asia
AGG41937CHIC2-B00001-7-49	Chickpea	Cicer arietinum	Advanced Cultivar	Spain	Southern Europe
AGG41941CHIC2-B00001-7-50	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41944CHIC2-B00001-7-51	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41946CHIC6-B00001-7-52	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41951CHIC2-B00001-7-53	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41957CHIC2-B00001-7-54	Chickpea	Cicer arietinum	Advanced Cultivar	"United States, California"	Americas
AGG41959CHIC2-B00001-7-55	Chickpea	Cicer arietinum	Landrace	"India, Bihar"	South Asia
AGG41960CHIC2-B00001-7-56	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41961CHIC2-B00001-7-57	Chickpea	Cicer arietinum	Advanced Cultivar	Morocco	Africa
AGG41962CHIC2-B00001-7-58	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG41968CHIC2-B00001-7-59	Chickpea	Cicer arietinum	Advanced Cultivar	Greece	Southern Europe
AGG41976CHIC2-B00001-7-63	Chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41980CHIC2-B00001-7-64	Chickpea	Cicer arietinum	Advanced Cultivar	Israel	Middle East
AGG41990CHIC2-B00001-7-65	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Delhi"	South Asia
AGG41991CHIC2-B00001-7-66	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Delhi"	South Asia
AGG41992CHIC2-B00001-7-67	Chickpea	Cicer arietinum	Landrace	"Iran, Khorasan"	Middle East
AGG41999CHIC2-B00001-7-68	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Delhi"	South Asia
AGG42009CHIC2-B00001-7-69	Chickpea	Cicer arietinum	Advanced Cultivar	United States	Americas
AGG42020CHIC2-B00001-7-70	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42021CHIC2-B00001-7-71	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42023CHIC2-B00001-7-72	Chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42037CHIC5-B00001-7-73	Chickpea	Cicer arietinum	Landrace	Turkey	Middle East
AGG42038CHIC2-B00001-7-74	Chickpea	Cicer arietinum	Landrace	"Turkey, Gaziantep"	Middle East
AGG42043CHIC2-B00001-7-75	Chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Gaziantep"	Middle East
AGG42136CHIC2-B00001-7-76	Chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG42194CHIC2-B00001-7-77	Chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Bursa"	Middle East
AGG42202CHIC1-B00001-7-78	Chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Canakkale"	Middle East
AGG42205CHIC1-B00001-7-79	Chickpea	Cicer arietinum	Landrace	"Turkey, Canakkale"	Middle East
AGG42216CHIC1-B00001-7-80	Chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kirsehir"	Middle East
AGG42224CHIC2-B00001-7-81	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42331CHIC2-B00001-7-82	Chickpea	Cicer arietinum	Advanced Cultivar	Australia	Oceania
AGG42332CHIC2-B00001-7-83	Chickpea	Cicer arietinum	Advanced Cultivar	Australia	Oceania
AGG42336CHIC2-B00001-7-84	Chickpea	Cicer arietinum	Advanced Cultivar	Jordan	Middle East
AGG42338CHIC5-B00001-7-85	Chickpea	Cicer arietinum	Advanced Cultivar	Jordan	Middle East
AGG42344CHIC2-B00001-7-86	Chickpea	Cicer arietinum	Advanced Cultivar	United States	Americas
AGG42346CHIC2-B00001-7-87	Chickpea	Cicer arietinum	Advanced Cultivar	United States	Americas
AGG42349CHIC5-B00001-7-88	Chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41712CHIC2-B00001-7-89	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG42352CHIC2-B00001-7-90	Chickpea	Cicer arietinum	Landrace	Former Soviet Union	Other
AGG42365CHIC2-B00001-7-91	Chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42376CHIC2-B00001-7-92	Chickpea	Cicer arietinum	Advanced Cultivar	Bangladesh	South Asia
AGG42392CHIC2-B00001-7-93	Chickpea	Cicer arietinum	Advanced Cultivar	Bangladesh	South Asia
AGG42400CHIC2-B00001-7-94	Chickpea	Cicer arietinum	Advanced Cultivar	Bangladesh	South Asia
AGG42401CHIC2-B00001-7-95	Chickpea	Cicer arietinum	Advanced Cultivar	Bangladesh	South Asia
AGG47990CHIC2-B00001-2-01	Chickpea	Cicer arietinum	Landrace	"India, Haryana"	South Asia
AGG48446CHIC3-B00001-2-02	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG48503CHIC4-B00001-2-03	Chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG48654CHIC3-B00001-2-04	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG48791CHIC4-B00001-2-05	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48792CHIC4-B00001-2-06	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48793CHIC4-B00001-2-07	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48795CHIC4-B00001-2-08	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48797CHIC4-B00001-2-09	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48798CHIC4-B00001-2-10	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48801CHIC4-B00001-2-11	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48803CHIC4-B00001-2-12	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48805CHIC4-B00001-2-13	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48807CHIC4-B00001-2-14	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48811CHIC4-B00001-2-15	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48812CHIC4-B00001-2-16	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48813CHIC4-B00001-2-17	Chickpea	Cicer arietinum	Landrace	"Tajikistan, Kulob"	Central Asia
AGG48817CHIC4-B00001-2-18	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG48820CHIC4-B00001-2-19	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG48823CHIC4-B00001-2-20	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG48824CHIC4-B00001-2-21	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG48825CHIC4-B00001-2-22	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG48838CHIC4-B00001-2-23	Chickpea	Cicer arietinum	Landrace	Tajikistan	Central Asia
AGG48841CHIC4-B00001-2-24	Chickpea	Cicer arietinum	Landrace	Armenia	Other
AGG49148CHIC2-B00001-2-25	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG49168CHIC2-B00001-2-26	Chickpea	Cicer arietinum	Elite Breeding Material	India	South Asia
AGG49216CHIC2-B00001-2-27	Chickpea	Cicer arietinum	Landrace	India	South Asia
AGG49273CHIC2-B00001-2-28	Chickpea	Cicer arietinum	Landrace	Ethiopia	Africa
AGG49299CHIC2-B00001-2-29	Chickpea	Cicer arietinum	Landrace	Ethiopia	Africa
AGG49325CHIC3-B00001-2-30	Chickpea	Cicer arietinum	Landrace	India	South Asia
AGG50738CHIC2-B00001-2-31	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57270CHIC1-B00001-2-32	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57271CHIC1-B00001-2-33	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57272CHIC1-B00001-2-34	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57273CHIC1-B00001-2-35	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57274CHIC1-B00001-2-36	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57275CHIC1-B00001-2-37	Chickpea	Cicer arietinum	Landrace	India	South Asia
AGG57276CHIC1-B00001-2-38	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57277CHIC1-B00001-2-39	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57278CHIC1-B00001-2-40	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57279CHIC1-B00001-2-41	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57280CHIC1-B00001-2-42	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57281CHIC1-B00001-2-43	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57282CHIC1-B00001-2-44	Chickpea	Cicer arietinum	Landrace	Moldova	Eastern Europe
AGG57283CHIC1-B00001-2-45	Chickpea	Cicer arietinum	Landrace	Moldova	Eastern Europe
AGG57284CHIC1-B00001-2-46	Chickpea	Cicer arietinum	Landrace	Pakistan	South Asia
AGG57285CHIC1-B00001-2-47	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57286CHIC1-B00001-2-48	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57287CHIC1-B00001-2-49	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57289CHIC1-B00001-2-50	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57290CHIC1-B00001-2-51	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57291CHIC1-B00001-2-52	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57292CHIC1-B00001-2-53	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57293CHIC1-B00001-2-54	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57294CHIC1-B00001-2-55	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57295CHIC1-B00001-2-56	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57296CHIC1-B00001-2-57	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57297CHIC1-B00001-2-58	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57298CHIC1-B00001-2-59	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57299CHIC1-B00001-2-60	Chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG57300CHIC1-B00001-2-61	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57301CHIC1-B00001-2-62	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57302CHIC1-B00001-2-63	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57303CHIC1-B00001-2-64	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57304CHIC1-B00001-2-65	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57306CHIC1-B00001-2-66	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57307CHIC1-B00001-2-67	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57308CHIC1-B00001-2-68	Chickpea	Cicer arietinum	Landrace	Uzbekistan	Central Asia
AGG57309CHIC1-B00001-2-69	Chickpea	Cicer arietinum	Segregating Population	Lebanon	Middle East
AGG57310CHIC1-B00001-2-70	Chickpea	Cicer arietinum	Segregating Population	Lebanon	Middle East
AGG57311CHIC1-B00001-2-71	Chickpea	Cicer arietinum	Segregating Population	Lebanon	Middle East
AGG57312CHIC1-B00001-2-72	Chickpea	Cicer arietinum	Segregating Population	Lebanon	Middle East
